[2022-07-08 01:19:08] Ora2Pg version: 23.1
[2022-07-08 01:19:08] Export type: SHOW_TABLE
[2022-07-08 01:19:08] Geometry export type: INTERNAL
[2022-07-08 01:19:08] ORACLE_HOME = /usr/local/oracle/10g
[2022-07-08 01:19:08] NLS_LANG = AMERICAN_AMERICA.AL32UTF8
[2022-07-08 01:19:08] NLS_NCHAR = AL32UTF8
[2022-07-08 01:19:08] Trying to connect to database: dbi:Oracle:host=srv-dbora-03.whebdc.com.br;service_name=DEV_1810;port=1521
[2022-07-08 01:19:09] Isolation level: SET TRANSACTION ISOLATION LEVEL SERIALIZABLE
[2022-07-08 01:19:09] Showing table information...
[2022-07-08 01:20:16] Collecting 26408 tables in DBA_OBJECTS took: 67 wallclock secs ( 0.08 usr +  0.02 sys =  0.10 CPU)
[2022-07-08 01:21:41] Collecting 22920 tables information in DBA_TABLES took: 85 wallclock secs ( 0.21 usr +  0.02 sys =  0.23 CPU)
[2022-07-08 01:21:41] Retrieving column identity information...
[2022-07-08 01:22:26] Looking to subpartition information...
[2022-07-08 01:22:35] Looking to partitioned tables information...
[2022-07-08 01:22:40] Looking to external tables information...
[2022-07-08 01:22:40] [1] TABLE COMERCIAL.AAZF_MED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20246] TABLE COMERCIAL.TASY_ARTEFATO_VERSAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20247] TABLE COMERCIAL.TASY_ARTEFATO_VERSAO_DEP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20248] TABLE COMERCIAL.TASY_ASSINATURA_DIGITAL (owner: COMERCIAL, 856 rows)
[2022-07-08 01:24:08] [20249] TABLE COMERCIAL.TASY_ASSINATURA_LOTE (owner: COMERCIAL, 17 rows)
[2022-07-08 01:24:08] [20250] TABLE COMERCIAL.TASY_ASSINAT_DIG_ERRO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20251] TABLE COMERCIAL.TASY_ASSINAT_DIG_LOG (owner: COMERCIAL, 1207 rows)
[2022-07-08 01:24:08] [20252] TABLE COMERCIAL.TASY_ASSINAT_DIG_PEND (owner: COMERCIAL, 120 rows)
[2022-07-08 01:24:08] [20253] TABLE COMERCIAL.TASY_ATALHO_GERAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20254] TABLE COMERCIAL.TASY_AUTORIZACAO_ATUALIZA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20255] TABLE COMERCIAL.TASY_BLOCK_BUILD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20256] TABLE COMERCIAL.TASY_CLIENT_NOTIFICATION (owner: COMERCIAL, 97351 rows)
[2022-07-08 01:24:08] [20257] TABLE COMERCIAL.TASY_CLOUD_NOTIFICATION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20258] TABLE COMERCIAL.TASY_CONFIG_INCONSISTENCIA (owner: COMERCIAL, 3399 rows)
[2022-07-08 01:24:08] [20259] TABLE COMERCIAL.TASY_CONTROLE_LOGIN (owner: COMERCIAL, 3275 rows)
[2022-07-08 01:24:08] [20260] TABLE COMERCIAL.TASY_CUSTOMER_ENVIRONMENT (owner: COMERCIAL, 174 rows)
[2022-07-08 01:24:08] [20261] TABLE COMERCIAL.TASY_DICA_INTERNA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20262] TABLE COMERCIAL.TASY_DICA_INTERNA_JAVA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20263] TABLE COMERCIAL.TASY_DISTRIBUIDOR (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20264] TABLE COMERCIAL.TASY_ENGINE_APP_MGR (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20265] TABLE COMERCIAL.TASY_EUDAMED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20266] TABLE COMERCIAL.TASY_EXPTABLES (owner: COMERCIAL, 558 rows)
[2022-07-08 01:24:08] [20267] TABLE COMERCIAL.TASY_FAQ (owner: COMERCIAL, 61 rows)
[2022-07-08 01:24:08] [20268] TABLE COMERCIAL.TASY_FILES_WS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20269] TABLE COMERCIAL.TASY_GESTAO_SCRIPT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20270] TABLE COMERCIAL.TASY_GLOSSARIO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:08] [20271] TABLE COMERCIAL.TASY_HELP (owner: COMERCIAL, 2330 rows)
[2022-07-08 01:24:08] [20272] TABLE COMERCIAL.TASY_HELP_CLIENTE (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:08] [20273] TABLE COMERCIAL.TASY_IDIOMA (owner: COMERCIAL, 14 rows)
[2022-07-08 01:24:08] [20274] TABLE COMERCIAL.TASY_INDICE_PENDENTE (owner: COMERCIAL, 77 rows)
[2022-07-08 01:24:08] [20275] TABLE COMERCIAL.TASY_JOBS_ATUALIZACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20276] TABLE COMERCIAL.TASY_LEGENDA (owner: COMERCIAL, 2444 rows)
[2022-07-08 01:24:08] [20277] TABLE COMERCIAL.TASY_LEGENDA_CLIENTE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20278] TABLE COMERCIAL.TASY_LEGENDA_CLIENTE_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20279] TABLE COMERCIAL.TASY_LICENCA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:08] [20280] TABLE COMERCIAL.TASY_LICENCA_LOG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20281] TABLE COMERCIAL.TASY_LOG_ACESSO (owner: COMERCIAL, 132662 rows)
[2022-07-08 01:24:08] [20282] TABLE COMERCIAL.TASY_LOG_ALTERACAO (owner: COMERCIAL, 2241308 rows)
[2022-07-08 01:24:08] [20283] TABLE COMERCIAL.TASY_LOG_ALT_CAMPO (owner: COMERCIAL, 4308799 rows)
[2022-07-08 01:24:08] [20284] TABLE COMERCIAL.TASY_LOG_INCONSISTENCIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20285] TABLE COMERCIAL.TASY_LOG_JUSTIFICATIVA (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:08] [20286] TABLE COMERCIAL.TASY_LOG_WS (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:08] [20287] TABLE COMERCIAL.TASY_MER (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20288] TABLE COMERCIAL.TASY_MER_TABELA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20289] TABLE COMERCIAL.TASY_MOTIVO_NEG_SOLIC_ALT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20290] TABLE COMERCIAL.TASY_OBJETO_HELP (owner: COMERCIAL, 347 rows)
[2022-07-08 01:24:08] [20291] TABLE COMERCIAL.TASY_PADRAO_CONCEITO_HTML (owner: COMERCIAL, 731 rows)
[2022-07-08 01:24:08] [20292] TABLE COMERCIAL.TASY_PADRAO_COR (owner: COMERCIAL, 7526 rows)
[2022-07-08 01:24:08] [20293] TABLE COMERCIAL.TASY_PADRAO_COR_CLIENTE (owner: COMERCIAL, 65 rows)
[2022-07-08 01:24:08] [20294] TABLE COMERCIAL.TASY_PADRAO_COR_HTML (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:08] [20295] TABLE COMERCIAL.TASY_PADRAO_COR_IDIOMA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20296] TABLE COMERCIAL.TASY_PADRAO_COR_PERFIL (owner: COMERCIAL, 4183 rows)
[2022-07-08 01:24:08] [20297] TABLE COMERCIAL.TASY_PADRAO_IMAGEM (owner: COMERCIAL, 2662 rows)
[2022-07-08 01:24:08] [20298] TABLE COMERCIAL.TASY_PADRAO_IMAGEM_HTML (owner: COMERCIAL, 684 rows)
[2022-07-08 01:24:08] [20299] TABLE COMERCIAL.TASY_PADRAO_IMAGEM_IDIOMA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20300] TABLE COMERCIAL.TASY_PADRAO_IMAGEM_PERFIL (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:08] [20301] TABLE COMERCIAL.TASY_PAINEL_FONTE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20302] TABLE COMERCIAL.TASY_PAIS (owner: COMERCIAL, 15 rows)
[2022-07-08 01:24:08] [20303] TABLE COMERCIAL.TASY_PLATAFORM_WS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20304] TABLE COMERCIAL.TASY_PROJETO_ASSINATURA (owner: COMERCIAL, 797 rows)
[2022-07-08 01:24:08] [20305] TABLE COMERCIAL.TASY_PROJ_ASSIN_PERFIL (owner: COMERCIAL, 76 rows)
[2022-07-08 01:24:08] [20306] TABLE COMERCIAL.TASY_QUEUE_BUILD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20307] TABLE COMERCIAL.TASY_QUEUE_BUILD_ACTION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20308] TABLE COMERCIAL.TASY_QUEUE_BUILD_LOG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20309] TABLE COMERCIAL.TASY_QUEUE_BUILD_MOTIVE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20310] TABLE COMERCIAL.TASY_REGEDIT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20311] TABLE COMERCIAL.TASY_REGIAO_CLIENTE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20312] TABLE COMERCIAL.TASY_REGRA_LEGENDA_CLIENTE (owner: COMERCIAL, 577 rows)
[2022-07-08 01:24:08] [20313] TABLE COMERCIAL.TASY_REQUISITO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20314] TABLE COMERCIAL.TASY_REQ_MODULO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20315] TABLE COMERCIAL.TASY_SCHEDULER_LOG_PRINT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20316] TABLE COMERCIAL.TASY_SCHEDULER_PRINTERS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20317] TABLE COMERCIAL.TASY_SCHEDULER_WEB_LOG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20318] TABLE COMERCIAL.TASY_SCHEDULER_WEB_LOGITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20319] TABLE COMERCIAL.TASY_SOLIC_ALTERACAO (owner: COMERCIAL, 20 rows)
[2022-07-08 01:24:08] [20320] TABLE COMERCIAL.TASY_SOLIC_ALT_CAMPO (owner: COMERCIAL, 50 rows)
[2022-07-08 01:24:08] [20321] TABLE COMERCIAL.TASY_SOLIC_ANEXO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20322] TABLE COMERCIAL.TASY_TEXTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20323] TABLE COMERCIAL.TASY_TEXTO_CLIENTE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20324] TABLE COMERCIAL.TASY_TEXTO_FUNCAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20325] TABLE COMERCIAL.TASY_TEXTO_IDIOMA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20326] TABLE COMERCIAL.TASY_TEXTO_OBJETO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20327] TABLE COMERCIAL.TASY_TIPO_HELP (owner: COMERCIAL, 9 rows)
[2022-07-08 01:24:08] [20328] TABLE COMERCIAL.TASY_TOPSQL_CONTROL_TAB (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:08] [20329] TABLE COMERCIAL.TASY_TOPSQL_NOBIND_SQL (owner: COMERCIAL, 199 rows)
[2022-07-08 01:24:08] [20330] TABLE COMERCIAL.TASY_TOPSQL_NOBIND_SQL_CUST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20331] TABLE COMERCIAL.TASY_TOPSQL_SQLAREA (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:08] [20332] TABLE COMERCIAL.TASY_TOPSQL_SQLAREA_REPORT (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:08] [20333] TABLE COMERCIAL.TASY_TOPSQL_SQLAREA_REP_CUST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20334] TABLE COMERCIAL.TASY_USUARIOS_CONCORRENTES (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20335] TABLE COMERCIAL.TASY_UUID (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:08] [20336] TABLE COMERCIAL.TASY_VALOR_XML_BANCO (owner: COMERCIAL, 2703 rows)
[2022-07-08 01:24:08] [20337] TABLE COMERCIAL.TASY_VERSAO_ORACLE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20338] TABLE COMERCIAL.TASY_VERSION_TRACK (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20339] TABLE COMERCIAL.TASY_VERSION_TRACK_LOG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20340] TABLE COMERCIAL.TASY_VERSION_UDI (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20341] TABLE COMERCIAL.TASY_VTYPE (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:08] [20342] TABLE COMERCIAL.TASY_XML_BANCO (owner: COMERCIAL, 3216 rows)
[2022-07-08 01:24:08] [20343] TABLE COMERCIAL.TAXA_CUSTO (owner: COMERCIAL, 6512 rows)
[2022-07-08 01:24:08] [20344] TABLE COMERCIAL.TAXA_CUSTO_CC_ORIG (owner: COMERCIAL, 17208 rows)
[2022-07-08 01:24:08] [20345] TABLE COMERCIAL.TAXA_CUSTO_NAT (owner: COMERCIAL, 11144 rows)
[2022-07-08 01:24:08] [20346] TABLE COMERCIAL.TAXA_CUSTO_OCIO (owner: COMERCIAL, 13811 rows)
[2022-07-08 01:24:08] [20347] TABLE COMERCIAL.TAXA_EQUIPAMENTO (owner: COMERCIAL, 7 rows)
[2022-07-08 01:24:08] [20348] TABLE COMERCIAL.TAXA_EQUIPAMENTO_CIRURGIA (owner: COMERCIAL, 94 rows)
[2022-07-08 01:24:08] [20349] TABLE COMERCIAL.TAXA_RESUMO_CONTA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20350] TABLE COMERCIAL.TAXA_TITULO_RECEBER (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:08] [20351] TABLE COMERCIAL.TAX_CERTIFICATE (owner: COMERCIAL, 4 rows)
[2022-07-08 01:24:08] [20352] TABLE COMERCIAL.TAX_CERTIFICATE_SETTINGS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20353] TABLE COMERCIAL.TAX_DMED_ARQUIVO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20354] TABLE COMERCIAL.TAX_DMED_CONTROLE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20355] TABLE COMERCIAL.TAX_DMED_DADOS_GERAIS (owner: COMERCIAL, 13 rows)
[2022-07-08 01:24:09] [20356] TABLE COMERCIAL.TAX_DMED_IRPF (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20357] TABLE COMERCIAL.TAX_DMED_IRPF_PAYER (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20358] TABLE COMERCIAL.TAX_DMED_LOG_COMANDO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20359] TABLE COMERCIAL.TAX_DMED_LOTE (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:09] [20360] TABLE COMERCIAL.TAX_DMED_LOTE_MENSAL (owner: COMERCIAL, 5 rows)
[2022-07-08 01:24:09] [20361] TABLE COMERCIAL.TAX_DMED_MENS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20362] TABLE COMERCIAL.TAX_DMED_MENS_LOG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20363] TABLE COMERCIAL.TAX_DMED_REGRAS_GERAIS (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:09] [20364] TABLE COMERCIAL.TAX_DMED_REGRA_CLASSE_TIT (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:09] [20365] TABLE COMERCIAL.TAX_DMED_REGRA_EMAIL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20366] TABLE COMERCIAL.TAX_DMED_REGRA_EMAIL_ANEXO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20367] TABLE COMERCIAL.TAX_DMED_REGRA_ORIGEM_TIT (owner: COMERCIAL, 5 rows)
[2022-07-08 01:24:09] [20368] TABLE COMERCIAL.TAX_DMED_REGRA_SETOR_ATEN (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20369] TABLE COMERCIAL.TAX_DMED_REGRA_TIPO_BENEF (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:09] [20370] TABLE COMERCIAL.TAX_DMED_REGRA_TIPO_ITEM (owner: COMERCIAL, 10 rows)
[2022-07-08 01:24:09] [20371] TABLE COMERCIAL.TAX_DMED_REGRA_TIPO_PAG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20372] TABLE COMERCIAL.TAX_DMED_REGRA_TIPO_REC (owner: COMERCIAL, 10 rows)
[2022-07-08 01:24:09] [20373] TABLE COMERCIAL.TAX_DMED_REGRA_TP_CONTRAT (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:09] [20374] TABLE COMERCIAL.TAX_DMED_REG_MOT_REEMBOLSO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20375] TABLE COMERCIAL.TAX_DMED_REG_ORIGEM_PROT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20376] TABLE COMERCIAL.TAX_DMED_REG_TP_CENT_APROP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20377] TABLE COMERCIAL.TAX_DMED_REG_TP_ITEM_ADIC (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:09] [20378] TABLE COMERCIAL.TAX_DMED_RG_FORMA_COBRANCA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20379] TABLE COMERCIAL.TAX_DMED_RG_TP_BAIXA_TIT (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:09] [20380] TABLE COMERCIAL.TAX_INVOICE_ACTION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20381] TABLE COMERCIAL.TAX_INVOICE_CUSTOM_DATA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20382] TABLE COMERCIAL.TAX_INVOICE_DEFAULT_PROJ (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20383] TABLE COMERCIAL.TAX_INVOICE_PROJECT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20384] TABLE COMERCIAL.TAX_INVOICE_REST_PROJECT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20385] TABLE COMERCIAL.TAX_INVOICE_SIGNATURE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20386] TABLE COMERCIAL.TAX_INVOICE_USER_AUTH (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20387] TABLE COMERCIAL.TAX_REINF_BIFROST_INT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20388] TABLE COMERCIAL.TAX_REINF_CONFIG (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:09] [20389] TABLE COMERCIAL.TAX_REINF_EVENT_CONFIG (owner: COMERCIAL, 9 rows)
[2022-07-08 01:24:09] [20390] TABLE COMERCIAL.TB_SARDINHA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20391] TABLE COMERCIAL.TECH_AGREEMENTS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20392] TABLE COMERCIAL.TECH_AGREEMENT_SO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20393] TABLE COMERCIAL.TECH_PROJ_BACKLOG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20394] TABLE COMERCIAL.TECH_PROJ_PI (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20395] TABLE COMERCIAL.TECH_SIGNATURE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20396] TABLE COMERCIAL.TECH_SPRINTS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20397] TABLE COMERCIAL.TECH_SPRINT_OS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20398] TABLE COMERCIAL.TECH_TEAMS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20399] TABLE COMERCIAL.TECH_TEAM_MEMBERS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20400] TABLE COMERCIAL.TECH_TEST_CASES (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20401] TABLE COMERCIAL.TECH_TEST_PLAN (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20402] TABLE COMERCIAL.TECH_WEEKS_KANBAN (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20403] TABLE COMERCIAL.TECH_WEEKS_KANBAN_BOARD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20404] TABLE COMERCIAL.TECNICA_ANESTESICA (owner: COMERCIAL, 8 rows)
[2022-07-08 01:24:09] [20405] TABLE COMERCIAL.TELEMEDICINA_PEP_RELATORIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20406] TABLE COMERCIAL.TELEMEDICINA_REGRA_EMAIL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20407] TABLE COMERCIAL.TEL_ACAO_TASY (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:09] [20408] TABLE COMERCIAL.TEL_EVENTO (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:09] [20409] TABLE COMERCIAL.TEL_REG_EVENTO (owner: COMERCIAL, 12 rows)
[2022-07-08 01:24:09] [20410] TABLE COMERCIAL.TEMP1 (owner: COMERCIAL, 23 rows)
[2022-07-08 01:24:09] [20411] TABLE COMERCIAL.TEMPLATE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20412] TABLE COMERCIAL.TEMPLATE_CONTENT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20413] TABLE COMERCIAL.TEMPLATE_CONTENT_SETTINGS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20414] TABLE COMERCIAL.TEMPLATE_REGRA_LT_CONTABIL (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:09] [20415] TABLE COMERCIAL.TEMPLATE_SUB_TITLE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20416] TABLE COMERCIAL.TEMPLATE_TITLE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20417] TABLE COMERCIAL.TEMPO_ADIC_ESPERA_PA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20418] TABLE COMERCIAL.TEMPO_CIRURGICO (owner: COMERCIAL, 10 rows)
[2022-07-08 01:24:09] [20419] TABLE COMERCIAL.TEMPO_CIRURGICO_CIRURGIA (owner: COMERCIAL, 102 rows)
[2022-07-08 01:24:09] [20420] TABLE COMERCIAL.TEMPO_PROCEDIMENTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20421] TABLE COMERCIAL.TEMPO_SENHA_ATEND (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20422] TABLE COMERCIAL.TEMP_MACRO_SELECT_SETTINGS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20423] TABLE COMERCIAL.TERCEIRO (owner: COMERCIAL, 230 rows)
[2022-07-08 01:24:09] [20424] TABLE COMERCIAL.TERCEIRO_CONTA (owner: COMERCIAL, 555 rows)
[2022-07-08 01:24:09] [20425] TABLE COMERCIAL.TERCEIRO_CONTA_ENVIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20426] TABLE COMERCIAL.TERCEIRO_OPERACAO (owner: COMERCIAL, 1828 rows)
[2022-07-08 01:24:09] [20427] TABLE COMERCIAL.TERCEIRO_PESSOA_CONSULTA (owner: COMERCIAL, 20 rows)
[2022-07-08 01:24:09] [20428] TABLE COMERCIAL.TERCEIRO_PESSOA_FISICA (owner: COMERCIAL, 291 rows)
[2022-07-08 01:24:09] [20429] TABLE COMERCIAL.TERCEIRO_PF_CONV (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20430] TABLE COMERCIAL.TERCEIRO_REGRA_ESP (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:09] [20431] TABLE COMERCIAL.TERCEIRO_REGRA_ESP_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20432] TABLE COMERCIAL.TERCEIRO_REGRA_PONTUACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20433] TABLE COMERCIAL.TERCEIRO_RELATORIO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:24:09] [20434] TABLE COMERCIAL.TERCEIRO_REPASSE (owner: COMERCIAL, 7 rows)
[2022-07-08 01:24:09] [20435] TABLE COMERCIAL.TERCEIRO_VALOR_PISO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20436] TABLE COMERCIAL.TERC_REGRA_ESP_BASE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20437] TABLE COMERCIAL.TERMO_TEC_DOCUMETACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20438] TABLE COMERCIAL.TERMO_TEC_GESTOR_RESP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20439] TABLE COMERCIAL.TERMO_TEC_RESP_AVAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20440] TABLE COMERCIAL.TESTE_ALLEN (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:09] [20441] TABLE COMERCIAL.TESTE_BRUNA_OS499941 (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20442] TABLE COMERCIAL.TESTE_CASO_TESTE (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:09] [20443] TABLE COMERCIAL.TESTE_CASO_TESTE_EXEC_ADIC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20444] TABLE COMERCIAL.TESTE_CASO_TESTE_ITEM (owner: COMERCIAL, 2 rows)
[2022-07-08 01:24:09] [20445] TABLE COMERCIAL.TESTE_CASO_TESTE_IT_ACAO (owner: COMERCIAL, 3 rows)
[2022-07-08 01:24:09] [20446] TABLE COMERCIAL.TESTE_CASO_TST_ACAO_ANEXO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20447] TABLE COMERCIAL.TESTE_CASO_TST_ACAO_RESULT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20448] TABLE COMERCIAL.TESTE_FUNCAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:24:09] [20449] TABLE COMERCIAL.TESTE_FUNCAO_ITEM (owner: COMERCIAL, 0 rows)
